Age,Purchase_Category,Purchase_Amount,Frequency_of_Purchase,Product_Rating,Customer_Satisfaction,Shipping_Preference
35.0,Health Care,126.59279518549718,7.0,3,6.0,No Preference
47.0,Animal Feed,141.15385523829204,12.0,1,3.0,Express
21.0,Health Care,517.1750966602776,7.0,2,6.0,Express
37.0,Home Appliances,47.23278198059781,7.0,3,8.0,Express
37.0,Software & Apps,294.37400915872934,3.0,4,5.0,Standard
26.0,Baby Products,411.92734248046185,8.0,1,1.0,No Preference
49.0,Furniture,186.94429010101726,3.0,5,2.0,Standard
45.0,Packages),97.00929167884091,1.0,5,2.0,No Preference
49.0,Clothing,142.06928147956532,1.0,3,1.0,No Preference
50.0,Hotels,119.90723938674202,6.0,2,10.0,Standard
36.0,Baby Products,74.98751065124283,6.0,4,7.0,Standard
41.0,Health Care,338.5271515486302,10.0,4,9.0,Express
31.0,Baby Products,360.7395684616578,6.0,1,4.0,No Preference
20.0,Jewelry & Accessories,142.95779550279363,-3.0,5,3.0,Standard
48.0,Packages),126.9542635000985,9.0,4,2.0,Express
32.0,Electronics,241.01347969457174,9.0,5,1.0,Express
28.0,Furniture,326.855906479326,8.0,4,5.0,Express
34.0,Mobile Accessories,496.2380348754617,4.0,2,8.0,Express
49.0,Toys & Games,381.7612045115087,5.0,4,2.0,Express
49.0,Beauty & Personal Care,40.13715505618373,5.0,5,3.0,No Preference
22.0,Arts & Crafts,289.44866637033306,1.0,1,2.0,Standard
39.0,Office Supplies,262.19645197102534,5.0,3,4.0,No Preference
38.0,Mobile Accessories,247.23724550369394,4.0,4,8.0,No Preference
47.0,Hotels,223.5538402104098,-1.0,5,7.0,No Preference
24.0,Home Appliances,142.85344720787666,11.0,4,8.0,No Preference
37.0,Travel & Leisure (Flights,307.48689472366186,7.0,2,5.0,No Preference
31.0,Home Appliances,218.8757099888437,7.0,1,8.0,No Preference
44.0,Books,325.7899854766738,8.0,3,5.0,No Preference
39.0,Gardening & Outdoors,370.5596836443285,8.0,3,4.0,Express
38.0,Hotels,415.90724160904585,5.0,2,9.0,No Preference
27.0,Beauty & Personal Care,122.29388738463388,9.0,1,3.0,Express
19.0,Home Appliances,312.1940904839987,7.0,1,9.0,No Preference
47.0,Software & Apps,220.779223751058,5.0,5,4.0,Express
50.0,Clothing,431.11095086506043,4.0,3,3.0,Express
36.0,Furniture,292.49399720356894,7.0,4,8.0,Standard
31.0,Luxury Goods,418.8895265687536,-2.0,5,4.0,Standard
32.0,Health Care,342.09908367063076,10.0,2,9.0,No Preference
48.0,Animal Feed,421.8010350464979,8.0,4,2.0,Express
48.0,Gardening & Outdoors,177.50402522195012,10.0,1,3.0,Express
53.0,Jewelry & Accessories,419.24742673222664,4.0,1,1.0,Express
30.0,Travel & Leisure (Flights,70.23159374416868,6.0,1,4.0,Standard
23.0,Packages),198.48180109459295,3.0,3,1.0,No Preference
27.0,Mobile Accessories,273.703949595924,9.0,4,3.0,Express
28.0,Furniture,371.0585728121916,6.0,1,5.0,No Preference
29.0,Health Care,303.1753005113193,11.0,1,9.0,Standard
38.0,Hotels,239.98580233904434,1.0,2,10.0,No Preference
35.0,Clothing,301.08694280495456,7.0,2,10.0,Express
19.0,Packages),203.4248112736668,13.0,4,3.0,No Preference
50.0,Luxury Goods,177.46683028542293,10.0,2,1.0,No Preference
18.0,Travel & Leisure (Flights,418.8797715151313,5.0,5,2.0,Standard
48.0,Health Care,83.98657592632522,9.0,3,8.0,Express
35.0,Beauty & Personal Care,365.3651402066373,10.0,4,1.0,Standard
38.0,Jewelry & Accessories,218.54313923702395,7.0,2,2.0,No Preference
32.0,Home Appliances,168.31134618104213,3.0,5,1.0,No Preference
18.0,Luxury Goods,217.44619530243082,9.0,5,5.0,Express
38.0,Software & Apps,228.06897921866582,9.0,1,6.0,Express
26.0,Luxury Goods,286.54780277452005,7.0,3,6.0,Express
44.0,Hotels,75.97904751133882,2.0,1,6.0,Standard
18.0,Sports & Outdoors,249.37544370055076,11.0,3,10.0,Express
28.0,Hotels,207.8203803185227,8.0,1,2.0,Standard
49.0,Software & Apps,274.84919826161047,7.0,1,4.0,Standard
22.0,Furniture,406.2634950337813,12.0,5,9.0,Standard
43.0,Baby Products,66.72029265419404,6.0,2,9.0,Standard
41.0,Arts & Crafts,215.94886877505522,11.0,4,3.0,Express
43.0,Electronics,164.82299054828056,4.0,3,8.0,Standard
24.0,Furniture,230.51000505816725,5.0,3,7.0,No Preference
48.0,Groceries,495.549420569223,3.0,3,2.0,No Preference
18.0,Office Supplies,247.84240327671347,2.0,1,3.0,No Preference
35.0,Groceries,351.8446516869991,11.0,2,10.0,Standard
36.0,Home Appliances,249.47752721258377,2.0,2,6.0,No Preference
34.0,Food & Beverages,289.31442709780504,9.0,5,10.0,No Preference
27.0,Animal Feed,214.47182142100584,1.0,1,1.0,Standard
18.0,Books,160.62534673007352,0.0,5,8.0,Standard
37.0,Gardening & Outdoors,202.92149081482344,5.0,1,9.0,Express
23.0,Toys & Games,74.52901348381337,9.0,5,8.0,Standard
24.0,Beauty & Personal Care,213.77888759499197,2.0,5,7.0,Express
47.0,Electronics,282.4890574516295,4.0,4,8.0,Express
33.0,Clothing,459.30933134624814,7.0,1,9.0,Express
33.0,Groceries,153.6695265140639,0.0,1,2.0,Standard
32.0,Luxury Goods,313.7807466302745,9.0,5,2.0,No Preference
17.0,Gardening & Outdoors,138.27510803424272,5.0,1,5.0,Express
34.0,Electronics,237.0059951690986,5.0,5,3.0,No Preference
39.0,Office Supplies,173.46962668379268,10.0,1,7.0,No Preference
41.0,Luxury Goods,237.89999626528072,11.0,2,7.0,Standard
49.0,Office Supplies,386.6986737511773,1.0,1,9.0,No Preference
50.0,Home Appliances,358.3838262928997,14.0,2,8.0,Express
48.0,Office Supplies,470.972359683802,8.0,4,3.0,Standard
49.0,Travel & Leisure (Flights,484.0324594113097,7.0,2,6.0,Standard
20.0,Health Supplements,219.2168872050581,7.0,1,6.0,Standard
35.0,Travel & Leisure (Flights,113.52031295614947,-1.0,1,1.0,Standard
27.0,Luxury Goods,370.98174315334506,13.0,2,2.0,No Preference
46.0,Baby Products,410.93521387577914,6.0,5,2.0,Standard
18.0,Sports & Outdoors,229.11870453775518,8.0,2,10.0,Express
30.0,Furniture,246.15357079712336,7.0,1,2.0,Standard
43.0,Sports & Outdoors,257.82549735782806,1.0,4,1.0,Express
29.0,Packages),296.10970410485663,10.0,5,5.0,No Preference
28.0,Packages),345.07679008977675,7.0,5,5.0,No Preference
33.0,Sports & Outdoors,390.1893012609079,4.0,3,8.0,No Preference
27.0,Animal Feed,274.5864872532853,7.0,2,7.0,No Preference
40.0,Home Appliances,182.90476653145993,7.0,5,10.0,Express
33.0,Books,322.9647664081398,6.0,4,7.0,Express
33.0,Beauty & Personal Care,260.0934971444052,7.0,1,5.0,Standard
34.0,Sports & Outdoors,475.84063825542864,2.0,3,1.0,Standard
34.0,Beauty & Personal Care,70.99826465500732,8.0,5,6.0,Express
20.0,Mobile Accessories,245.94373132450787,7.0,4,8.0,No Preference
38.0,Food & Beverages,217.04166020197954,6.0,3,7.0,No Preference
48.0,Sports & Outdoors,312.4708721046653,4.0,5,4.0,Express
31.0,Furniture,437.5276211142385,4.0,5,10.0,Standard
27.0,Books,205.93020418828215,5.0,3,9.0,Express
27.0,Groceries,124.28064255902373,4.0,1,1.0,No Preference
26.0,Electronics,320.62536144590194,4.0,4,4.0,Standard
30.0,Sports & Outdoors,423.95476849151146,10.0,5,7.0,No Preference
31.0,Packages),217.19700581212163,3.0,5,6.0,No Preference
40.0,Gardening & Outdoors,256.760265378677,4.0,4,8.0,Standard
25.0,Toys & Games,209.50041046470395,7.0,3,4.0,No Preference
16.0,Gardening & Outdoors,400.65586401669816,6.0,4,4.0,No Preference
33.0,Books,144.9544004017376,8.0,2,8.0,No Preference
30.0,Arts & Crafts,246.0665221832963,10.0,3,3.0,No Preference
38.0,Packages),205.91341446643892,3.0,4,10.0,Standard
41.0,Arts & Crafts,396.0774832606186,5.0,5,2.0,Standard
44.0,Food & Beverages,338.11310745703696,12.0,1,9.0,No Preference
18.0,Furniture,325.79748110000435,10.0,3,3.0,No Preference
20.0,Toys & Games,199.920552792744,4.0,2,2.0,No Preference
27.0,Health Supplements,208.85806937012111,5.0,5,3.0,Standard
47.0,Clothing,404.0687525925215,5.0,2,6.0,No Preference
27.0,Baby Products,429.61369337636273,10.0,1,7.0,Express
35.0,Animal Feed,326.30124769615827,8.0,3,3.0,No Preference
40.0,Health Supplements,227.72483246441067,6.0,5,7.0,No Preference
20.0,Home Appliances,178.2615439347161,5.0,1,6.0,Express
29.0,Hotels,174.09253043062267,4.0,3,2.0,Express
17.0,Furniture,318.18501364520023,8.0,4,3.0,No Preference
20.0,Software & Apps,192.61537372254335,8.0,1,1.0,Express
29.0,Health Care,202.21847769004196,4.0,5,6.0,Standard
39.0,Baby Products,134.1671050443951,11.0,4,10.0,Express
24.0,Sports & Outdoors,283.01832575554045,6.0,4,5.0,Standard
28.0,Groceries,149.00754885886187,5.0,3,3.0,Standard
49.0,Toys & Games,158.0345980938312,12.0,4,4.0,Express
31.0,Groceries,265.37710890825423,4.0,1,7.0,No Preference
26.0,Books,230.28744901487042,4.0,2,10.0,Standard
31.0,Books,238.37404740007935,10.0,5,9.0,Standard
24.0,Health Care,291.8185239108845,8.0,1,2.0,No Preference
22.0,Mobile Accessories,348.2367320124804,8.0,2,1.0,No Preference
18.0,Home Appliances,342.16893084916217,4.0,3,9.0,No Preference
22.0,Travel & Leisure (Flights,336.9112530319667,5.0,2,10.0,Standard
44.0,Gardening & Outdoors,408.8643943080616,5.0,2,7.0,Standard
43.0,Furniture,159.61653807949034,12.0,5,3.0,Standard
24.0,Gardening & Outdoors,391.2274692068886,10.0,3,6.0,No Preference
38.0,Home Appliances,188.93599950312463,5.0,5,2.0,Standard
21.0,Baby Products,316.18853337529015,10.0,2,2.0,Express
37.0,Electronics,40.33294748885437,0.0,4,9.0,Standard
27.0,Office Supplies,313.5594773640063,6.0,3,10.0,Standard
34.0,Food & Beverages,352.12422583892055,5.0,2,1.0,Express
44.0,Electronics,307.92587148616815,8.0,2,3.0,Express
31.0,Mobile Accessories,483.6328599542594,8.0,4,10.0,Standard
27.0,Electronics,273.446682691421,8.0,1,3.0,Express
26.0,Gardening & Outdoors,389.88030316523646,6.0,1,3.0,Standard
19.0,Groceries,306.6559624246798,8.0,2,7.0,Express
38.0,Sports & Outdoors,393.9992143548292,7.0,5,4.0,No Preference
49.0,Luxury Goods,256.12723305545154,9.0,3,1.0,No Preference
44.0,Electronics,241.16024858811056,8.0,3,10.0,No Preference
27.0,Toys & Games,262.0975846134028,2.0,4,4.0,Express
38.0,Office Supplies,316.7449779988526,8.0,3,6.0,Standard
45.0,Food & Beverages,240.25096448640787,4.0,1,2.0,No Preference
39.0,Sports & Outdoors,402.7223045259556,9.0,1,9.0,No Preference
46.0,Animal Feed,262.79704871200954,7.0,4,9.0,Express
25.0,Gardening & Outdoors,256.08875885005165,7.0,1,4.0,Express
38.0,Luxury Goods,261.2601504349577,6.0,2,10.0,Standard
26.0,Food & Beverages,400.9627007937903,7.0,4,6.0,Standard
32.0,Travel & Leisure (Flights,171.59127983145115,1.0,2,9.0,Standard
50.0,Hotels,334.1064979534816,0.0,2,8.0,Standard
